PROPERTY_NUMBER;PROPERTY_TYPE;PROPERTY_ID;PARCEL_ID;TAX_BILL_ID;TAX_YEAR;EFFECTIVE_RATE;TAXSET_DESCR;CLASSIFICATION_ID;CLASSIFICATION_DESCR;TAX_MARKET_TOTAL;NET_TAX_OWED_1ST;NET_TAX_OWED_2ND
901-09-018;800;403610506;90109018;782142122;2018;80,677205;Orange;4000;COMMERCIAL VACANT LAND;100;1,69;1,61
931-15-017;800;403637110;93115017;781882564;2018;100,266593;Chagrin Falls Village;4000;COMMERCIAL VACANT LAND;100;2,1;2
001-21-105;800;1826869775;00121105;782230813;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-106;800;682087515;00121106;782237676;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-107;800;872346832;00121107;782237675;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-108;800;1317273109;00121108;782237674;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-109;800;1945190069;00121109;782237673;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-110;800;1879773708;00121110;782237672;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-111;800;2014478576;00121111;782237671;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-112;800;1739096256;00121112;782237670;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-113;800;917282827;00121113;782237669;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-114;800;1192413282;00121114;782237668;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-115;800;1768958136;00121115;782237667;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-21-116;800;2073984026;00121116;782237666;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-23-014;800;103229101;00123014;781710847;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-28-032;800;403232011;00128032;781709969;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-28-033;800;103232089;00128033;781710462;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
001-28-035;800;103232098;00128035;781710464;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-13-301;800;1513457155;00213301;781918491;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;0;0;0
002-13-302;800;965762938;00213302;782179441;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;0;0;0
002-13-303;800;1395511909;00213303;781918490;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;0;0;0
002-13-304;800;814332777;00213304;782222238;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;0;0;0
002-13-305;800;1738744440;00213305;781918489;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;0;0;0
002-14-013;800;203240163;00214013;781711251;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-020;800;203240937;00214020;781711255;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-021;800;603240941;00214021;781711256;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-023;800;503240949;00214023;781711258;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-024;800;903240953;00214024;781711259;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-113;800;903241412;00214113;781711274;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-116;800;903241421;00214116;781711277;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-117;800;303241424;00214117;781711278;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-14-124;800;503241498;00214124;781711280;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-21-013;800;403245457;00221013;781710633;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-21-015;800;103245463;00221015;781710635;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-21-017;800;703245469;00221017;781710637;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-22-043;800;103246003;00222043;781711038;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-32-129;800;703254811;00232129;781710935;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-34-144;800;703258420;00234144;781711459;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-36-164;800;1369558490;00236164;782247313;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-36-168;800;1087650188;00236168;782186210;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-36-169;800;1483376433;00236169;782186209;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-36-170;800;979159019;00236170;782186208;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-36-171;800;228306063;00236171;782186207;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-37-002B;800;303261746;00237002B;781711605;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
002-37-002C;800;603261749;00237002C;781711606;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-06-0844;800;846444891;003060844;781957231;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);0;0;0
003-06-841C;800;341377259;00306841C;781957229;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);0;0;0
003-06-842C;800;1572035181;00306842C;781957230;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);0;0;0
003-06-843C;800;788948865;00306843C;781953952;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);0;0;0
003-09-026;800;803264073;00309026;781711749;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-09-027;800;703264126;00309027;781711750;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-09-029;800;603264134;00309029;781711752;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-09-030;800;103264138;00309030;781711753;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-12-005;800;803267187;00312005;781712281;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-12-007;800;503267193;00312007;781711816;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-15-015;800;803267871;00315015;781712307;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-23-032;800;303269207;00323032;781711882;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-25-085;800;303270386;00325085;781711445;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-026;800;403270504;00326026;781711932;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-064;800;203271159;00326064;781711946;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-065;800;503271162;00326065;781711947;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-067;800;303271178;00326067;781711949;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-068;800;503271180;00326068;781711950;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-069;800;603271181;00326069;781711951;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-26-070;800;803271183;00326070;781711952;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-27-024;800;503271450;00327024;781711968;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-27-027;800;403271458;00327027;781711970;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-27-048;800;403271548;00327048;781711973;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-30-116;800;303274400;00330116;781715610;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-32-098;800;703276042;00332098;781712609;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-32-099;800;103276045;00332099;781712610;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-006;800;203276712;00333006;781712211;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-007;800;803276727;00333007;781712212;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-045;800;303276983;00333045;781712224;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-046;800;603276986;00333046;781712225;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-060;800;803277042;00333060;781712654;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-061;800;303277046;00333061;781712655;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-062;800;703277050;00333062;781712656;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-063;800;203277054;00333063;781712657;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-064;800;603277058;00333064;781712658;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-065;800;103277062;00333065;781712659;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-33-066;800;403277065;00333066;781712660;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-35-011;800;203278683;00335011;781712752;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-38-009;800;703280713;00338009;781712349;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-38-029;800;903280805;00338029;781712358;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-38-034;800;103280869;00338034;781711895;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-38-035;800;403280872;00338035;781711896;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
003-38-058;800;703281055;00338058;781711906;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-127;800;1617334348;00403127;782075287;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-128;800;1864834814;00403128;782251769;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-129;800;804016069;00403129;782075286;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-130;800;722994903;00403130;782075285;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-131;800;1224483356;00403131;782075284;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-132;800;2108985490;00403132;782075283;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-03-133;800;1794456627;00403133;782147553;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-09-027;800;803287122;00409027;781712593;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-09-095;800;203287521;00409095;781713163;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-12-104;800;603289919;00412104;781713290;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-15-053;800;203290923;00415053;781713378;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-16-096;800;503292186;00416096;781712365;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-029;800;1449180976;00426029;782183561;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-030;800;1965525747;00426030;782183560;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-031;800;396617163;00426031;782159379;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-032;800;783065849;00426032;782183559;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-033;800;1582745293;00426033;782183558;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-034;800;715072527;00426034;782183557;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-035;800;1899406265;00426035;782183556;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-036;800;1079531905;00426036;782183555;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-037;800;2026583198;00426037;782183554;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-038;800;1513586118;00426038;782183553;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-039;800;350714303;00426039;782183552;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-040;800;375265513;00426040;782183551;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-041;800;1533045136;00426041;782156218;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-26-042;800;688181407;00426042;782183550;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
004-32-017;800;303303209;00432017;781714056;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
005-11-047;800;503309151;00511047;781713719;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
005-11-049;800;403309159;00511049;781713721;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
005-31-013;800;803327955;00531013;781714683;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-06-080;800;503335089;00606080;781715039;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-06-081;800;803335092;00606081;781715040;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-07-090;800;803336001;00607090;782027093;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-007;800;303342026;00613007;781714793;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-008;800;603342029;00613008;781714794;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-009;800;903342032;00613009;781714795;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-010;800;403342036;00613010;781714796;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-011;800;803342040;00613011;781714797;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-013;800;603342047;00613013;781714799;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-014;800;903342050;00613014;781714800;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-015;800;403342054;00613015;781714801;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-016;800;803342058;00613016;781714802;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-017;800;303342062;00613017;781714803;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-017A;800;603342065;00613017A;781714804;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-018;800;703342084;00613018;781714805;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-019;800;103342087;00613019;781714806;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-020;800;403342090;00613020;781714807;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-021;800;703342093;00613021;781714808;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-023;800;103342096;00613023;781714810;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-024;800;203342097;00613024;781714811;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-025;800;403342099;00613025;781714812;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-026;800;603342101;00613026;781714813;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-027;800;803342103;00613027;781714814;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-028;800;203342106;00613028;781714815;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-029;800;603342110;00613029;781714816;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-030;800;103342114;00613030;781714817;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-031;800;503342118;00613031;781714818;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-032;800;903342122;00613032;781714819;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-033;800;103342168;00613033;781714820;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-034;800;503342172;00613034;781714821;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-035;800;903342176;00613035;781714822;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-040;800;303342188;00613040;781715330;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-041;800;503342190;00613041;781715331;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-042;800;803342193;00613042;781715332;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-043;800;203342196;00613043;781715333;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-044;800;503342199;00613044;781715334;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-045;800;903342203;00613045;781715335;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-046;800;503342208;00613046;781715336;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-047;800;903342212;00613047;781715337;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-049;800;203342232;00613049;781715339;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-050;800;403342234;00613050;781715340;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-051;800;603342236;00613051;781715341;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-052;800;803342238;00613052;781715342;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-053;800;103342240;00613053;781715343;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-054;800;303342242;00613054;781715344;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-13-104;800;503342595;00613104;781714832;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-15-015;800;803343426;00615015;781713783;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-15-016;800;303343430;00615016;781713784;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-20-148;800;2056294287;00620148;782106221;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
006-25-076;800;403352242;00625076;781701048;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-09-020;800;503365122;00709020;782185284;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-09-022;800;703365124;00709022;782243177;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-09-088;800;603365258;00709088;782221642;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-09-089;800;803365260;00709089;782221643;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-09-160;800;803365800;00709160;782237908;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-002;800;103366216;00710002;782221651;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-003;800;303366218;00710003;782221652;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-004;800;503366220;00710004;782221653;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-093;800;903366971;00710093;782185287;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-094;800;203366973;00710094;782185288;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-101;800;603367004;00710101;782257326;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-102;800;103367008;00710102;782257327;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-103;800;503367012;00710103;782215561;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-104;800;903367016;00710104;782215562;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-105;800;503367021;00710105;782215563;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-152;800;703367338;00710152;782192997;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-10-153;800;203367342;00710153;782192998;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-049;800;903371759;00721049;781701487;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-050;800;303371762;00721050;781701488;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-051;800;503371764;00721051;781701489;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-052;800;703371766;00721052;781701490;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-053;800;903371768;00721053;781701491;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-054;800;203371770;00721054;781701492;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-21-055;800;403371772;00721055;781701493;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-23-002;800;203372868;00723002;781702082;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-23-003;800;503372871;00723003;781702083;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-23-009;800;303372887;00723009;781702089;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
007-23-011;800;903372893;00723011;781702090;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;0;0;0
